pos,AT%,score,A3993,A3996
3895800_3895900,66.0,117,0,117
4052100_4052200,53.0,117,0,117
4362600_4362700,37.0,117,117,0
4508700_4508800,41.0,117,0,117
1147400_1147500,63.0,116,116,0
1646000_1646100,51.0,116,0,116
3879000_3879100,48.0,116,116,0
4514400_4514500,56.0,116,116,0
718400_718500,46.0,116,0,116
903500_903600,43.0,116,0,116
1308600_1308700,52.0,115,0,115
203500_203600,49.0,115,0,115
3229900_3230000,60.0,115,115,0
3799400_3799500,45.0,115,0,115
510000_510100,38.0,115,0,115
710700_710800,56.0,115,0,115
1202500_1202600,55.0,114,114,0
1737100_1737200,49.0,114,0,114
1833300_1833400,40.0,114,0,114
191100_191200,50.0,114,114,0
1974400_1974500,49.0,114,0,114
2465800_2465900,42.0,114,114,0
3708300_3708400,64.0,114,0,114
3777000_3777100,49.0,114,114,0
3777100_3777200,71.0,114,114,0
4312400_4312500,45.0,114,0,114
4484400_4484500,50.0,114,114,0
761100_761200,58.0,114,0,114
1004900_1005000,56.0,113,113,0
1007100_1007200,62.0,113,113,0
1019100_1019200,43.0,113,113,0
1020700_1020800,54.0,113,113,0
1070600_1070700,50.0,113,0,113
1260400_1260500,46.0,113,0,113
2042000_2042100,51.0,113,0,113
2417600_2417700,47.0,113,113,0
2653600_2653700,49.0,113,0,113
2664200_2664300,47.0,113,113,0
2823900_2824000,58.0,113,0,113
2834300_2834400,45.0,113,113,0
3156300_3156400,51.0,113,113,0
3543900_3544000,57.0,113,0,113
3565900_3566000,40.0,113,0,113
431000_431100,53.0,113,0,113
4537600_4537700,47.0,113,113,0
989100_989200,44.0,113,113,0
1416500_1416600,56.0,112,112,0
2069400_2069500,46.0,112,112,0
4096700_4096800,46.0,112,112,0
747100_747200,54.0,112,0,112
1330900_1331000,55.0,111,111,0
3391300_3391400,57.0,111,111,0
3781100_3781200,49.0,111,111,0
4346500_4346600,58.0,111,0,111
4382900_4383000,52.0,111,0,111
4414100_4414200,58.0,111,111,0
638100_638200,52.0,111,0,111
1781900_1782000,39.0,110,0,110
252300_252400,55.0,110,0,110
2664000_2664100,41.0,110,0,110
2683000_2683100,48.0,110,110,0
3416200_3416300,45.0,110,0,110
3522700_3522800,51.0,110,110,0
3563100_3563200,54.0,110,0,110
3714700_3714800,60.0,110,0,110
3828400_3828500,44.0,110,0,110
4177500_4177600,45.0,110,110,0
2350100_2350200,53.0,109,0,109
2887500_2887600,48.0,109,0,109
3531200_3531300,47.0,109,0,109
3703600_3703700,65.0,109,109,0
2252500_2252600,55.0,108,0,108
2976800_2976900,48.0,108,108,0
3343000_3343100,42.0,108,108,0
3829100_3829200,46.0,108,0,108
4245100_4245200,73.0,108,0,108
2099600_2099700,44.0,107,0,107
2679400_2679500,62.0,107,0,107
2841600_2841700,46.0,107,0,107
291000_291100,66.0,107,0,107
3097200_3097300,43.0,107,0,107
347100_347200,54.0,107,0,107
3574400_3574500,64.0,107,107,0
3719500_3719600,53.0,107,0,107
975000_975100,52.0,107,0,107
1935600_1935700,49.0,106,106,0
3751400_3751500,49.0,106,0,106
4091400_4091500,43.0,106,106,0
4191500_4191600,43.0,106,0,106
4409100_4409200,50.0,106,106,0
1530900_1531000,53.0,105,105,0
2067000_2067100,59.0,105,0,105
2543900_2544000,39.0,105,105,0
2654900_2655000,42.0,105,105,0
2658800_2658900,67.0,105,105,0
3454800_3454900,59.0,105,0,105
4102200_4102300,47.0,105,0,105
4110200_4110300,38.0,105,105,0
4215600_4215700,58.0,105,0,105
1554000_1554100,54.0,104,0,104
2431200_2431300,44.0,104,0,104
2715500_2715600,42.0,104,104,0
3175000_3175100,36.0,104,104,0
3356400_3356500,47.0,104,0,104
3459500_3459600,44.0,104,104,0
3960300_3960400,54.0,104,104,0
833800_833900,48.0,104,104,0
3512200_3512300,45.0,103,103,0
4366700_4366800,44.0,103,0,103
118500_118600,43.0,102,0,102
133500_133600,39.0,102,102,0
1393100_1393200,70.0,102,102,0
1775800_1775900,44.0,102,0,102
2781200_2781300,55.0,102,102,0
2935000_2935100,54.0,102,0,102
2964900_2965000,47.0,102,0,102
302800_302900,55.0,102,102,0
3055200_3055300,60.0,102,0,102
3791100_3791200,61.0,102,0,102
4098300_4098400,65.0,102,102,0
4373400_4373500,44.0,102,102,0
442200_442300,45.0,102,102,0
1116700_1116800,47.0,101,0,101
159600_159700,54.0,101,101,0
2006600_2006700,63.0,101,0,101
2850400_2850500,45.0,101,101,0
4027000_4027100,43.0,101,0,101
706600_706700,59.0,101,0,101
744600_744700,46.0,101,101,0
917100_917200,47.0,101,101,0
1032000_1032100,53.0,100,100,0
1316900_1317000,46.0,100,0,100
1887800_1887900,52.0,100,0,100
2199700_2199800,40.0,100,0,100
3749400_3749500,49.0,100,3,7
3764400_3764500,55.0,100,8,2
3817800_3817900,47.0,100,0,100
3875200_3875300,50.0,100,0,100
3911100_3911200,46.0,100,100,0
876700_876800,53.0,100,0,100
1280800_1280900,68.0,99,0,99
1410700_1410800,54.0,99,99,0
1920400_1920500,49.0,99,0,99
2086300_2086400,46.0,99,0,99
2161900_2162000,47.0,99,99,0
3650400_3650500,46.0,99,99,0
3995400_3995500,49.0,99,99,0
4386500_4386600,68.0,99,99,0
138800_138900,51.0,98,98,0
1669600_1669700,44.0,98,98,0
1839600_1839700,71.0,98,98,0
3235100_3235200,40.0,98,0,98
3274900_3275000,67.0,98,98,0
3434300_3434400,42.0,98,0,98
3873400_3873500,46.0,98,98,0
4266900_4267000,52.0,98,0,98
46200_46300,64.0,98,0,98
1635400_1635500,53.0,97,0,97
3055100_3055200,59.0,97,0,97
308300_308400,34.0,97,0,97
3111600_3111700,46.0,97,0,97
3739300_3739400,52.0,97,97,0
3932000_3932100,43.0,97,0,97
435700_435800,58.0,97,0,97
563100_563200,52.0,97,0,97
1899700_1899800,50.0,96,96,0
3452300_3452400,35.0,96,96,0
3492600_3492700,42.0,96,0,96
3703300_3703400,63.0,96,0,96
412800_412900,45.0,96,0,96
1943800_1943900,59.0,95,0,95
2807600_2807700,58.0,95,95,0
2819400_2819500,47.0,95,95,0
3039500_3039600,58.0,95,95,0
3799500_3799600,53.0,95,95,0
4212600_4212700,42.0,95,95,0
658300_658400,47.0,95,0,95
670100_670200,46.0,95,0,95
794200_794300,50.0,95,0,95
1168200_1168300,55.0,94,0,94
1528600_1528700,50.0,94,0,94
2002600_2002700,70.0,94,0,94
248500_248600,42.0,94,0,94
2802500_2802600,50.0,94,0,94
3613800_3613900,72.0,94,94,0
3654800_3654900,46.0,94,94,0
3719900_3720000,54.0,94,0,94
3839800_3839900,56.0,94,94,0
104200_104300,53.0,93,0,93
1453700_1453800,48.0,93,93,0
1660800_1660900,44.0,93,0,93
2084200_2084300,59.0,93,93,0
3065100_3065200,44.0,93,93,0
3655600_3655700,48.0,93,0,93
4040900_4041000,64.0,93,0,93
414400_414500,60.0,93,93,0
4471100_4471200,42.0,93,0,93
647900_648000,46.0,93,0,93
773500_773600,46.0,93,0,93
1276500_1276600,51.0,92,92,0
3745000_3745100,56.0,92,92,0
3756800_3756900,42.0,92,92,0
4479900_4480000,50.0,92,92,0
2092400_2092500,62.0,91,0,91
22300_22400,67.0,91,0,91
2738900_2739000,63.0,91,91,0
3638800_3638900,49.0,91,91,0
3866700_3866800,44.0,91,0,91
3875000_3875100,45.0,91,0,91
3905500_3905600,46.0,91,0,91
4060300_4060400,39.0,91,91,0
4371000_4371100,48.0,91,91,0
4391700_4391800,69.0,91,91,0
4533300_4533400,45.0,91,0,91
74700_74800,42.0,91,91,0
804300_804400,49.0,91,91,0
1104200_1104300,47.0,90,90,0
1126200_1126300,47.0,90,0,90
1952000_1952100,52.0,90,0,90
1966700_1966800,57.0,90,90,0
2201900_2202000,45.0,90,0,90
2548200_2548300,40.0,90,90,0
2559300_2559400,34.0,90,0,90
2919000_2919100,75.0,90,0,90
3645800_3645900,48.0,90,90,0
3646400_3646500,53.0,90,0,90
3663400_3663500,58.0,90,90,0
3704100_3704200,57.0,90,0,90
4056200_4056300,56.0,90,90,0
1931900_1932000,74.0,89,89,0
258200_258300,43.0,89,0,89
2627700_2627800,72.0,89,89,0
3246300_3246400,51.0,89,89,0
3358600_3358700,49.0,89,89,0
3359800_3359900,40.0,89,89,0
3744900_3745000,51.0,89,0,89
743500_743600,53.0,89,0,89
1162500_1162600,48.0,88,88,0
1172800_1172900,55.0,88,88,0
2253200_2253300,46.0,88,0,88
290600_290700,50.0,88,88,0
2978700_2978800,53.0,88,0,88
3346600_3346700,55.0,88,0,88
3504200_3504300,48.0,88,0,88
3575300_3575400,52.0,88,0,88
3714400_3714500,49.0,88,0,88
1443900_1444000,61.0,87,0,87
2263200_2263300,45.0,87,0,87
236200_236300,48.0,87,0,87
2641500_2641600,48.0,87,0,87
2934500_2934600,44.0,87,87,0
3433700_3433800,50.0,87,87,0
376300_376400,50.0,87,0,87
3765400_3765500,44.0,87,87,0
3810300_3810400,46.0,87,0,87
3894700_3894800,61.0,87,87,0
3910700_3910800,50.0,87,0,87
3953300_3953400,63.0,87,0,87
86500_86600,58.0,87,0,87
1868400_1868500,50.0,86,86,0
2447500_2447600,43.0,86,0,86
2754900_2755000,48.0,86,0,86
3247300_3247400,56.0,86,0,86
3461700_3461800,43.0,86,0,86
4525500_4525600,39.0,86,0,86
1366100_1366200,50.0,85,85,0
187600_187700,57.0,85,0,85
2468000_2468100,37.0,85,0,85
2654700_2654800,58.0,85,85,0
2683500_2683600,46.0,85,85,0
3025100_3025200,57.0,85,0,85
3137400_3137500,45.0,85,0,85
3189200_3189300,57.0,85,0,85
3229600_3229700,61.0,85,85,0
3315700_3315800,51.0,85,0,85
339900_340000,39.0,85,0,85
3915200_3915300,48.0,85,0,85
4030200_4030300,48.0,85,0,85
4452200_4452300,70.0,85,85,0
1970200_1970300,42.0,84,0,84
214800_214900,51.0,84,84,0
2734400_2734500,47.0,84,84,0
2897100_2897200,51.0,84,84,0
3026000_3026100,55.0,84,84,0
3068700_3068800,47.0,84,0,84
3735500_3735600,46.0,84,84,0
3910100_3910200,49.0,84,0,84
4400100_4400200,58.0,84,84,0
1939200_1939300,53.0,83,0,83
1952100_1952200,58.0,83,0,83
2368700_2368800,63.0,83,0,83
244600_244700,47.0,83,0,83
3040500_3040600,57.0,83,0,83
3356200_3356300,45.0,83,83,0
356300_356400,61.0,83,83,0
400_500,45.0,83,0,83
409600_409700,46.0,83,83,0
492400_492500,61.0,83,0,83
900600_900700,43.0,83,0,83
1571800_1571900,52.0,82,82,0
1610400_1610500,55.0,82,0,82
2627000_2627100,69.0,82,0,82
2715300_2715400,48.0,82,82,0
2954000_2954100,64.0,82,82,0
3189400_3189500,56.0,82,82,0
3439300_3439400,43.0,82,82,0
3518800_3518900,55.0,82,82,0
3566200_3566300,39.0,82,82,0
402900_403000,32.0,82,82,0
4269300_4269400,64.0,82,0,82
4353300_4353400,58.0,82,82,0
123400_123500,47.0,81,81,0
1279500_1279600,60.0,81,8,1
1373600_1373700,52.0,81,0,81
1423000_1423100,54.0,81,0,81
1724900_1725000,48.0,81,81,0
1854700_1854800,60.0,81,5,4
1873100_1873200,54.0,81,81,0
2087500_2087600,56.0,81,0,81
2310700_2310800,52.0,81,0,81
2427300_2427400,42.0,81,81,0
2941600_2941700,49.0,81,0,81
2961600_2961700,57.0,81,0,81
3273700_3273800,57.0,81,81,0
3682600_3682700,55.0,81,81,0
4554200_4554300,40.0,81,0,81
621000_621100,54.0,81,81,0
621200_621300,56.0,81,0,81
743600_743700,41.0,81,0,81
829500_829600,55.0,81,0,81
946100_946200,46.0,81,7,2
1041600_1041700,47.0,80,80,0
1170400_1170500,38.0,80,0,80
1632400_1632500,50.0,80,0,80
2304200_2304300,60.0,80,0,80
2443000_2443100,61.0,80,80,0
3160000_3160100,51.0,80,80,0
3602100_3602200,46.0,80,0,80
4254100_4254200,42.0,80,0,80
2980200_2980300,42.0,79,0,79
3764900_3765000,54.0,79,0,79
3850000_3850100,50.0,79,0,79
3861600_3861700,52.0,79,79,0
986100_986200,56.0,79,0,79
1938200_1938300,48.0,78,78,0
214700_214800,60.0,78,78,0
2250600_2250700,46.0,78,0,78
2859700_2859800,36.0,78,0,78
2863800_2863900,58.0,78,0,78
3250800_3250900,52.0,78,78,0
3570100_3570200,62.0,78,78,0
3787500_3787600,51.0,78,78,0
4217100_4217200,50.0,78,78,0
45200_45300,48.0,78,0,78
1299200_1299300,55.0,77,77,0
1536500_1536600,59.0,77,77,0
2440800_2440900,47.0,77,0,77
2567000_2567100,64.0,77,77,0
3033600_3033700,57.0,77,77,0
3460100_3460200,75.0,77,0,77
3851300_3851400,53.0,77,0,77
3914100_3914200,53.0,77,77,0
4053600_4053700,42.0,77,77,0
4546900_4547000,48.0,77,0,77
595900_596000,57.0,77,0,77
2049000_2049100,54.0,76,0,76
2111100_2111200,40.0,76,0,76
2305900_2306000,56.0,76,76,0
2898500_2898600,44.0,76,76,0
3319000_3319100,57.0,76,76,0
3348300_3348400,44.0,76,76,0
3354200_3354300,45.0,76,76,0
3780900_3781000,55.0,76,0,76
3884800_3884900,61.0,76,76,0
3893000_3893100,50.0,76,0,76
4305500_4305600,53.0,76,0,76
1033900_1034000,50.0,75,75,0
1960100_1960200,50.0,75,0,75
3544200_3544300,46.0,75,75,0
3718800_3718900,52.0,75,75,0
3959000_3959100,51.0,75,75,0
4098000_4098100,62.0,75,75,0
4480500_4480600,56.0,75,75,0
646900_647000,61.0,75,75,0
1658700_1658800,43.0,74,74,0
3277200_3277300,53.0,74,0,74
3350600_3350700,47.0,74,74,0
3372600_3372700,50.0,74,74,0
3499700_3499800,42.0,74,74,0
3617700_3617800,43.0,74,74,0
3632500_3632600,60.0,74,0,74
3787900_3788000,52.0,74,74,0
388000_388100,49.0,74,74,0
620700_620800,61.0,74,74,0
114500_114600,47.0,73,73,0
1610900_1611000,43.0,73,0,73
2051400_2051500,58.0,73,0,73
2418500_2418600,42.0,73,73,0
2626900_2627000,63.0,73,73,0
3200100_3200200,49.0,73,73,0
4013800_4013900,45.0,73,73,0
40600_40700,54.0,73,0,73
486500_486600,50.0,73,73,0
1224300_1224400,49.0,72,0,72
1989800_1989900,43.0,72,0,72
2537200_2537300,45.0,72,72,0
3424300_3424400,58.0,72,72,0
3902400_3902500,50.0,72,72,0
3914500_3914600,43.0,72,72,0
4189400_4189500,57.0,72,72,0
1201500_1201600,60.0,71,0,71
180800_180900,58.0,71,71,0
2777000_2777100,52.0,71,71,0
2783500_2783600,46.0,71,0,71
3189100_3189200,57.0,71,0,71
3236600_3236700,50.0,71,71,0
3674400_3674500,51.0,71,71,0
4340100_4340200,43.0,71,71,0
9400_9500,47.0,71,71,0
1296000_1296100,62.0,70,0,70
1814000_1814100,57.0,70,0,70
1882700_1882800,52.0,70,0,70
2580200_2580300,50.0,70,70,0
3124400_3124500,56.0,70,0,70
4008100_4008200,52.0,70,0,70
4222400_4222500,39.0,70,0,70
448200_448300,53.0,70,0,70
639100_639200,57.0,70,70,0
2331800_2331900,45.0,69,69,0
2455800_2455900,56.0,69,69,0
3057000_3057100,61.0,69,0,69
3084100_3084200,53.0,69,0,69
3135300_3135400,70.0,69,69,0
3594700_3594800,53.0,69,0,69
4141700_4141800,52.0,69,69,0
4242600_4242700,54.0,69,0,69
1488700_1488800,64.0,68,68,0
2313100_2313200,47.0,68,0,68
2494600_2494700,45.0,68,68,0
2628400_2628500,47.0,68,0,68
3931000_3931100,44.0,68,68,0
4041800_4041900,55.0,68,68,0
4410400_4410500,53.0,68,0,68
554000_554100,47.0,68,0,68
1185900_1186000,59.0,67,0,67
1290300_1290400,45.0,67,67,0
1630100_1630200,45.0,67,67,0
1680200_1680300,57.0,67,0,67
1778200_1778300,53.0,67,67,0
1809600_1809700,47.0,67,0,67
248900_249000,45.0,67,67,0
2736600_2736700,41.0,67,67,0
2818800_2818900,46.0,67,67,0
2963400_2963500,53.0,67,67,0
3614400_3614500,45.0,67,67,0
3742200_3742300,57.0,67,67,0
4037200_4037300,52.0,67,67,0
4338200_4338300,52.0,67,67,0
4470100_4470200,57.0,67,0,67
954100_954200,55.0,67,67,0
100400_100500,53.0,66,0,66
1926300_1926400,53.0,66,0,66
2970600_2970700,42.0,66,0,66
3541000_3541100,43.0,66,66,0
4454700_4454800,45.0,66,66,0
113800_113900,62.0,65,65,0
1184900_1185000,52.0,65,0,65
1243300_1243400,51.0,65,65,0
1305200_1305300,46.0,65,65,0
2014000_2014100,67.0,65,0,65
2997400_2997500,54.0,65,0,65
3069400_3069500,48.0,65,0,65
3474500_3474600,51.0,65,0,65
3477000_3477100,39.0,65,65,0
3933400_3933500,54.0,65,0,65
4184700_4184800,54.0,65,0,65
1210200_1210300,57.0,64,64,0
2581000_2581100,53.0,64,64,0
2895000_2895100,50.0,64,0,64
3158800_3158900,64.0,64,0,64
3520100_3520200,57.0,64,64,0
4256200_4256300,70.0,64,0,64
832600_832700,47.0,64,64,0
835800_835900,50.0,64,5,3
86400_86500,52.0,64,0,64
953000_953100,54.0,64,0,64
1162300_1162400,51.0,63,63,0
1223800_1223900,50.0,63,0,63
1638900_1639000,49.0,63,63,0
196800_196900,52.0,63,63,0
2556500_2556600,41.0,63,63,0
2583100_2583200,57.0,63,0,63
2685900_2686000,46.0,63,0,63
2736700_2736800,47.0,63,63,0
2773500_2773600,62.0,63,63,0
3001800_3001900,55.0,63,0,63
3714900_3715000,52.0,63,63,0
3780300_3780400,56.0,63,63,0
3816400_3816500,43.0,63,0,63
3979600_3979700,47.0,63,0,63
4081200_4081300,48.0,63,63,0
1000900_1001000,38.0,62,62,0
1877700_1877800,46.0,62,0,62
1899800_1899900,39.0,62,0,62
2860600_2860700,52.0,62,62,0
2945200_2945300,70.0,62,0,62
314800_314900,67.0,62,62,0
3909200_3909300,51.0,62,0,62
4299500_4299600,53.0,62,0,62
4308300_4308400,44.0,62,62,0
441400_441500,37.0,62,62,0
563800_563900,41.0,62,0,62
744500_744600,43.0,62,0,62
763800_763900,54.0,62,62,0
138700_138800,46.0,61,0,61
1833600_1833700,51.0,61,61,0
2142100_2142200,51.0,61,61,0
2760800_2760900,54.0,61,0,61
279200_279300,50.0,61,0,61
2900500_2900600,53.0,61,61,0
2908900_2909000,50.0,61,61,0
3056300_3056400,64.0,61,61,0
38100_38200,64.0,61,0,61
3876400_3876500,65.0,61,0,61
397600_397700,59.0,61,0,61
4058400_4058500,44.0,61,0,61
676100_676200,58.0,61,61,0
825700_825800,67.0,61,61,0
1058100_1058200,51.0,60,0,60
250000_250100,55.0,60,60,0
2533600_2533700,54.0,60,0,60
2776200_2776300,55.0,60,60,0
3459200_3459300,46.0,60,60,0
3578200_3578300,49.0,60,60,0
360900_361000,48.0,60,0,60
3620800_3620900,67.0,60,0,60
3904000_3904100,47.0,60,60,0
4042200_4042300,67.0,60,0,60
508500_508600,43.0,60,60,0
712900_713000,57.0,60,0,60
871700_871800,49.0,60,60,0
2314300_2314400,47.0,59,0,59
2519600_2519700,68.0,59,59,0
2850500_2850600,55.0,59,0,59
2878900_2879000,49.0,59,0,59
4128200_4128300,40.0,59,0,59
4296700_4296800,44.0,59,59,0
62300_62400,58.0,59,0,59
11800_11900,64.0,58,0,58
1557800_1557900,58.0,58,58,0
1973900_1974000,48.0,58,0,58
2196000_2196100,53.0,58,58,0
2352200_2352300,70.0,58,58,0
2668800_2668900,45.0,58,0,58
2672800_2672900,52.0,58,0,58
2950800_2950900,57.0,58,0,58
3875100_3875200,43.0,58,0,58
4307200_4307300,51.0,58,58,0
4329400_4329500,43.0,58,0,58
820200_820300,46.0,58,0,58
177700_177800,65.0,57,0,57
283400_283500,65.0,57,0,57
2950900_2951000,43.0,57,0,57
3059600_3059700,51.0,57,0,57
3487500_3487600,59.0,57,0,57
3788900_3789000,49.0,57,0,57
3959400_3959500,49.0,57,57,0
4014500_4014600,48.0,57,57,0
1062800_1062900,47.0,56,0,56
1536900_1537000,48.0,56,0,56
187400_187500,44.0,56,56,0
1928000_1928100,52.0,56,56,0
2962900_2963000,49.0,56,56,0
3569200_3569300,48.0,56,56,0
3761700_3761800,38.0,56,56,0
398400_398500,53.0,56,0,56
4006700_4006800,51.0,56,0,56
4213600_4213700,49.0,56,56,0
4262200_4262300,45.0,56,56,0
4459800_4459900,53.0,56,56,0
4525100_4525200,45.0,56,0,56
978200_978300,50.0,56,56,0
1260300_1260400,56.0,55,0,55
1769200_1769300,43.0,55,55,0
1959500_1959600,48.0,55,0,55
216300_216400,42.0,55,0,55
2519800_2519900,50.0,55,0,55
2931000_2931100,48.0,55,0,55
2943800_2943900,52.0,55,0,55
3349700_3349800,49.0,55,55,0
3454500_3454600,53.0,55,0,55
3668600_3668700,51.0,55,55,0
4026200_4026300,66.0,55,55,0
4105300_4105400,44.0,55,0,55
4226100_4226200,40.0,55,0,55
872100_872200,59.0,55,55,0
2264600_2264700,47.0,54,0,54
2604600_2604700,48.0,54,0,54
2639100_2639200,54.0,54,54,0
3037200_3037300,63.0,54,0,54
3878600_3878700,54.0,54,0,54
4195000_4195100,68.0,54,54,0
487000_487100,43.0,54,54,0
596000_596100,50.0,54,54,0
837700_837800,58.0,54,0,54
859000_859100,60.0,54,0,54
1138000_1138100,52.0,53,0,53
2159800_2159900,43.0,53,53,0
2756700_2756800,49.0,53,0,53
2768500_2768600,52.0,53,53,0
2787700_2787800,45.0,53,0,53
3264400_3264500,51.0,53,0,53
3783600_3783700,50.0,53,53,0
3847400_3847500,46.0,53,0,53
434500_434600,48.0,53,53,0
4351500_4351600,63.0,53,0,53
647500_647600,50.0,53,53,0
151400_151500,42.0,52,52,0
1545900_1546000,56.0,52,0,52
250300_250400,56.0,52,0,52
2752600_2752700,51.0,52,0,52
3134300_3134400,67.0,52,0,52
3180800_3180900,52.0,52,52,0
3450200_3450300,43.0,52,0,52
363900_364000,52.0,52,52,0
3727800_3727900,48.0,52,52,0
3887600_3887700,40.0,52,0,52
412600_412700,57.0,52,0,52
4145000_4145100,49.0,52,52,0
510300_510400,46.0,52,0,52
562000_562100,52.0,52,52,0
668400_668500,51.0,52,0,52
884900_885000,49.0,52,0,52
909300_909400,57.0,52,0,52
1070500_1070600,52.0,51,51,0
30500_30600,46.0,51,0,51
3574100_3574200,44.0,51,51,0
418700_418800,41.0,51,0,51
4445300_4445400,52.0,51,51,0
706200_706300,42.0,51,0,51
1234300_1234400,42.0,50,0,50
1394000_1394100,51.0,50,50,0
143000_143100,50.0,50,50,0
148100_148200,51.0,50,50,0
1561600_1561700,51.0,50,50,0
1713800_1713900,48.0,50,50,0
2410500_2410600,56.0,50,0,50
2434400_2434500,41.0,50,50,0
2498500_2498600,46.0,50,50,0
3140600_3140700,42.0,50,0,50
3345700_3345800,50.0,50,50,0
3472000_3472100,38.0,50,50,0
4349900_4350000,49.0,50,0,50
660100_660200,45.0,50,50,0
769400_769500,45.0,50,50,0
1796700_1796800,53.0,49,0,49
1838800_1838900,41.0,49,49,0
1881200_1881300,45.0,49,49,0
1889300_1889400,43.0,49,49,0
2490000_2490100,52.0,49,0,49
2858100_2858200,51.0,49,0,49
2871900_2872000,52.0,49,49,0
2990400_2990500,67.0,49,0,49
3227500_3227600,44.0,49,0,49
3363900_3364000,51.0,49,0,49
3449500_3449600,61.0,49,5,2
3753300_3753400,47.0,49,0,49
4310900_4311000,54.0,49,0,49
4510100_4510200,57.0,49,49,0
604600_604700,48.0,49,49,0
684300_684400,48.0,49,0,49
748600_748700,52.0,49,0,49
1319900_1320000,51.0,48,0,48
1728700_1728800,48.0,48,48,0
2683300_2683400,41.0,48,48,0
2850100_2850200,44.0,48,0,48
2972900_2973000,42.0,48,48,0
3364900_3365000,40.0,48,48,0
3406800_3406900,58.0,48,48,0
3517100_3517200,62.0,48,48,0
3734000_3734100,43.0,48,48,0
3784900_3785000,50.0,48,0,48
3912400_3912500,50.0,48,0,48
4349000_4349100,48.0,48,0,48
1062100_1062200,52.0,47,0,47
1145100_1145200,42.0,47,0,47
1508900_1509000,39.0,47,47,0
1839400_1839500,49.0,47,0,47
1933100_1933200,61.0,47,47,0
2178200_2178300,47.0,47,0,47
2696300_2696400,40.0,47,47,0
2713600_2713700,43.0,47,0,47
3049200_3049300,52.0,47,47,0
3085300_3085400,71.0,47,0,47
356600_356700,63.0,47,0,47
4184400_4184500,39.0,47,0,47
874900_875000,52.0,47,0,47
115100_115200,45.0,46,0,46
1407100_1407200,47.0,46,46,0
2373800_2373900,45.0,46,0,46
2493700_2493800,63.0,46,46,0
2549500_2549600,53.0,46,46,0
2925900_2926000,49.0,46,0,46
3792100_3792200,48.0,46,46,0
4304100_4304200,46.0,46,0,46
757400_757500,49.0,46,46,0
904800_904900,56.0,46,46,0
1183300_1183400,51.0,45,45,0
1568800_1568900,54.0,45,45,0
1856900_1857000,47.0,45,45,0
2109900_2110000,48.0,45,0,45
3100800_3100900,41.0,45,45,0
3265900_3266000,56.0,45,45,0
359800_359900,52.0,45,45,0
3875700_3875800,43.0,45,45,0
4133500_4133600,50.0,45,45,0
4253800_4253900,50.0,45,45,0
4356200_4356300,51.0,45,45,0
4410800_4410900,51.0,45,45,0
4476500_4476600,53.0,45,45,0
459600_459700,36.0,45,0,45
612700_612800,56.0,45,0,45
615900_616000,44.0,45,0,45
1579500_1579600,44.0,44,0,44
2215700_2215800,53.0,44,44,0
2829600_2829700,61.0,44,44,0
3059300_3059400,43.0,44,44,0
3359100_3359200,63.0,44,0,44
4282300_4282400,51.0,44,44,0
4443400_4443500,54.0,44,0,44
4499700_4499800,48.0,44,0,44
483900_484000,38.0,44,44,0
667100_667200,46.0,44,44,0
738800_738900,62.0,44,44,0
113700_113800,50.0,43,0,43
156300_156400,56.0,43,43,0
1790800_1790900,39.0,43,0,43
1876700_1876800,45.0,43,0,43
2262100_2262200,51.0,43,43,0
2893300_2893400,39.0,43,43,0
3001700_3001800,56.0,43,43,0
3138500_3138600,49.0,43,0,43
3502200_3502300,46.0,43,0,43
4246000_4246100,52.0,43,43,0
4320600_4320700,46.0,43,0,43
606300_606400,44.0,43,43,0
658900_659000,49.0,43,43,0
729600_729700,60.0,43,43,0
1457600_1457700,58.0,42,42,0
150000_150100,51.0,42,0,42
1724800_1724900,47.0,42,0,42
247800_247900,54.0,42,42,0
2491500_2491600,47.0,42,42,0
255600_255700,41.0,42,42,0
2928400_2928500,39.0,42,0,42
3040800_3040900,49.0,42,42,0
3158400_3158500,47.0,42,0,42
3475000_3475100,49.0,42,0,42
3532600_3532700,49.0,42,0,42
360600_360700,50.0,42,0,42
3640800_3640900,63.0,42,42,0
3794700_3794800,64.0,42,0,42
3877800_3877900,47.0,42,42,0
2306000_2306100,44.0,41,0,41
2490800_2490900,52.0,41,41,0
2493200_2493300,53.0,41,0,41
2760700_2760800,61.0,41,41,0
2989500_2989600,39.0,41,0,41
3205800_3205900,54.0,41,0,41
3277800_3277900,52.0,41,41,0
361300_361400,55.0,41,0,41
3741000_3741100,44.0,41,41,0
3749800_3749900,48.0,41,41,0
4175500_4175600,53.0,41,0,41
4303800_4303900,50.0,41,0,41
4491200_4491300,43.0,41,41,0
743900_744000,64.0,41,41,0
891400_891500,54.0,41,0,41
973500_973600,47.0,41,41,0
1005200_1005300,55.0,40,0,40
1436300_1436400,65.0,40,40,0
1513900_1514000,44.0,40,40,0
1761000_1761100,45.0,40,40,0
2099900_2100000,43.0,40,0,40
2409100_2409200,53.0,40,40,0
2421300_2421400,45.0,40,40,0
24300_24400,73.0,40,0,40
2717300_2717400,54.0,40,0,40
2910200_2910300,67.0,40,40,0
2943400_2943500,50.0,40,0,40
4017600_4017700,50.0,40,0,40
4435400_4435500,50.0,40,40,0
622700_622800,47.0,40,40,0
648800_648900,51.0,40,0,40
688800_688900,69.0,40,0,40
